ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
7707;La Bataille de France, 1940;2015;2;2;120;0;78;7,29;9054;3,46;264;Dice Rolling;Wargames
7707;La Bataille de France, 1940;2015;2;2;120;0;78;7,29;9054;3,46;264;Hexagon Grid;Wargames
7707;La Bataille de France, 1940;2015;2;2;120;0;78;7,29;9054;3,46;264;Simulation;Wargames
7708;10' to Kill;2015;2;4;15;12;1199;6,28;3423;1,67;1975;Action Queue;Family Games, Party Games
7708;10' to Kill;2015;2;4;15;12;1199;6,28;3423;1,67;1975;Memory;Family Games, Party Games
7708;10' to Kill;2015;2;4;15;12;1199;6,28;3423;1,67;1975;Modular Board;Family Games, Party Games
7708;10' to Kill;2015;2;4;15;12;1199;6,28;3423;1,67;1975;Player Elimination;Family Games, Party Games
7708;10' to Kill;2015;2;4;15;12;1199;6,28;3423;1,67;1975;Secret Unit Deployment;Family Games, Party Games
7709;Hostage Negotiator;2015;1;1;20;13;4205;6,90;1034;1,99;8152;Card Drafting;Thematic Games
7709;Hostage Negotiator;2015;1;1;20;13;4205;6,90;1034;1,99;8152;Dice Rolling;Thematic Games
7709;Hostage Negotiator;2015;1;1;20;13;4205;6,90;1034;1,99;8152;Hand Management;Thematic Games
7709;Hostage Negotiator;2015;1;1;20;13;4205;6,90;1034;1,99;8152;Solo / Solitaire Game;Thematic Games
7710;Qwinto;2015;2;6;15;8;2495;7,06;1103;1,37;4293;Dice Rolling;Family Games
7710;Qwinto;2015;2;6;15;8;2495;7,06;1103;1,37;4293;Paper-and-Pencil;Family Games
7710;Qwinto;2015;2;6;15;8;2495;7,06;1103;1,37;4293;Pattern Building;Family Games
7711;Wings for the Baron (Second Edition);2015;3;5;60;13;238;7,45;4076;2,47;423;Hand Management;Strategy Games
7711;Wings for the Baron (Second Edition);2015;3;5;60;13;238;7,45;4076;2,47;423;Simultaneous Action Selection;Strategy Games
7711;Wings for the Baron (Second Edition);2015;3;5;60;13;238;7,45;4076;2,47;423;Variable Player Powers;Strategy Games
7712;Potion Explosion;2015;2;4;45;8;13444;7,15;438;1,75;19594;Pattern Recognition;Family Games
7712;Potion Explosion;2015;2;4;45;8;13444;7,15;438;1,75;19594;Set Collection;Family Games
7712;Potion Explosion;2015;2;4;45;8;13444;7,15;438;1,75;19594;Take That;Family Games
7712;Potion Explosion;2015;2;4;45;8;13444;7,15;438;1,75;19594;Variable Set-up;Family Games
7713;Mega Civilization;2015;5;18;720;12;946;8,25;1057;3,69;1268;Area Movement;Strategy Games
7713;Mega Civilization;2015;5;18;720;12;946;8,25;1057;3,69;1268;Set Collection;Strategy Games
7713;Mega Civilization;2015;5;18;720;12;946;8,25;1057;3,69;1268;Trading;Strategy Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Card Drafting;Strategy Games, Thematic Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Dice Rolling;Strategy Games, Thematic Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Set Collection;Strategy Games, Thematic Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Take That;Strategy Games, Thematic Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Team-Based Game;Strategy Games, Thematic Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Trading;Strategy Games, Thematic Games
7714;Metal Adventures;2015;3;6;60;14;160;6,17;8895;2,40;600;Variable Player Powers;Strategy Games, Thematic Games
7715;Mistfall;2015;1;4;120;14;1623;6,68;2239;3,96;3756;Cooperative Game;Thematic Games
7715;Mistfall;2015;1;4;120;14;1623;6,68;2239;3,96;3756;Deck Bag and Pool Building;Thematic Games
7715;Mistfall;2015;1;4;120;14;1623;6,68;2239;3,96;3756;Hand Management;Thematic Games
7715;Mistfall;2015;1;4;120;14;1623;6,68;2239;3,96;3756;Modular Board;Thematic Games
7715;Mistfall;2015;1;4;120;14;1623;6,68;2239;3,96;3756;Variable Player Powers;Thematic Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Card Drafting;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Card Play Conflict Resolution;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Cooperative Game;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Events;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Grid Movement;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Hand Management;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Interrupts;Strategy Games
7716;Sylvion;2015;1;2;30;10;2575;7,11;1047;2,05;6114;Solo / Solitaire Game;Strategy Games
7717;XenoShyft: Onslaught;2015;1;4;60;13;3336;6,96;1068;2,66;5697;Card Drafting;Strategy Games, Thematic Games
7717;XenoShyft: Onslaught;2015;1;4;60;13;3336;6,96;1068;2,66;5697;Cooperative Game;Strategy Games, Thematic Games
7717;XenoShyft: Onslaught;2015;1;4;60;13;3336;6,96;1068;2,66;5697;Deck Bag and Pool Building;Strategy Games, Thematic Games
7717;XenoShyft: Onslaught;2015;1;4;60;13;3336;6,96;1068;2,66;5697;Variable Player Powers;Strategy Games, Thematic Games
7718;Legendary Encounters: A Predator Deck Building Game;2015;1;5;45;17;2428;7,46;772;2,70;5279;Card Drafting;Thematic Games
7718;Legendary Encounters: A Predator Deck Building Game;2015;1;5;45;17;2428;7,46;772;2,70;5279;Cooperative Game;Thematic Games
7718;Legendary Encounters: A Predator Deck Building Game;2015;1;5;45;17;2428;7,46;772;2,70;5279;Deck Bag and Pool Building;Thematic Games
7718;Legendary Encounters: A Predator Deck Building Game;2015;1;5;45;17;2428;7,46;772;2,70;5279;Player Elimination;Thematic Games
7719;Night of Man;2015;1;3;60;12;87;7,55;7667;2,56;256;Dice Rolling;Strategy Games, Wargames
7719;Night of Man;2015;1;3;60;12;87;7,55;7667;2,56;256;Grid Movement;Strategy Games, Wargames
7719;Night of Man;2015;1;3;60;12;87;7,55;7667;2,56;256;Hand Management;Strategy Games, Wargames
7719;Night of Man;2015;1;3;60;12;87;7,55;7667;2,56;256;Simulation;Strategy Games, Wargames
7719;Night of Man;2015;1;3;60;12;87;7,55;7667;2,56;256;Square Grid;Strategy Games, Wargames
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Action Points;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Area Movement;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Deck Bag and Pool Building;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Dice Rolling;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Die Icon Resolution;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Roll / Spin and Move;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Stat Check Resolution;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Variable Player Powers;Thematic Games
7720;Runebound (Third Edition);2015;2;4;180;14;4988;7,51;445;2,66;8825;Variable Set-up;Thematic Games
7721;Star Wars: X-Wing Miniatures Game - The Force Awakens Core Set;2015;2;2;45;14;2814;7,81;446;2,83;7795;Action Queue;Customizable Games
7721;Star Wars: X-Wing Miniatures Game - The Force Awakens Core Set;2015;2;2;45;14;2814;7,81;446;2,83;7795;Critical Hits and Failures;Customizable Games
7721;Star Wars: X-Wing Miniatures Game - The Force Awakens Core Set;2015;2;2;45;14;2814;7,81;446;2,83;7795;Dice Rolling;Customizable Games
7721;Star Wars: X-Wing Miniatures Game - The Force Awakens Core Set;2015;2;2;45;14;2814;7,81;446;2,83;7795;Movement Template;Customizable Games
7721;Star Wars: X-Wing Miniatures Game - The Force Awakens Core Set;2015;2;2;45;14;2814;7,81;446;2,83;7795;Variable Player Powers;Customizable Games
7722;Ships;2015;2;4;120;13;1036;6,88;2231;3,52;1883;Action Points;Strategy Games
7722;Ships;2015;2;4;120;13;1036;6,88;2231;3,52;1883;Area Majority / Influence;Strategy Games
7722;Ships;2015;2;4;120;13;1036;6,88;2231;3,52;1883;Area Movement;Strategy Games
7723;Circle of Life;2015;2;2;40;10;120;6,85;7662;2;40;Area Majority / Influence;Abstract Games
7723;Circle of Life;2015;2;2;40;10;120;6,85;7662;2;40;Hexagon Grid;Abstract Games
7723;Circle of Life;2015;2;2;40;10;120;6,85;7662;2;40;Pattern Building;Abstract Games
7724;Discoveries: The Journals of Lewis and Clark;2015;2;4;60;14;4430;7,08;765;2,35;6570;Contracts;Strategy Games
7724;Discoveries: The Journals of Lewis and Clark;2015;2;4;60;14;4430;7,08;765;2,35;6570;Deck Bag and Pool Building;Strategy Games
7724;Discoveries: The Journals of Lewis and Clark;2015;2;4;60;14;4430;7,08;765;2,35;6570;Dice Rolling;Strategy Games
7724;Discoveries: The Journals of Lewis and Clark;2015;2;4;60;14;4430;7,08;765;2,35;6570;Set Collection;Strategy Games
7724;Discoveries: The Journals of Lewis and Clark;2015;2;4;60;14;4430;7,08;765;2,35;6570;Worker Placement;Strategy Games
7724;Discoveries: The Journals of Lewis and Clark;2015;2;4;60;14;4430;7,08;765;2,35;6570;Worker Placement with Dice Workers;Strategy Games
7725;FLY;2015;2;4;10;8;287;5,37;18892;1,09;1220;Set Collection;Family Games
7726;Honfoglaló;2015;2;10;0;6;49;5,64;16586;2;109;Area Majority / Influence;Wargames
7727;CVlizations;2015;2;5;60;10;968;6,36;3432;1,88;1741;Action Queue;Family Games
7727;CVlizations;2015;2;5;60;10;968;6,36;3432;1,88;1741;Hand Management;Family Games
7727;CVlizations;2015;2;5;60;10;968;6,36;3432;1,88;1741;Set Collection;Family Games
7727;CVlizations;2015;2;5;60;10;968;6,36;3432;1,88;1741;Turn Order: Progressive;Family Games
7727;CVlizations;2015;2;5;60;10;968;6,36;3432;1,88;1741;Turn Order: Role Order;Family Games
7728;Rush & Bash;2015;2;6;30;7;944;6,80;2552;1,39;1703;Hand Management;Family Games
7728;Rush & Bash;2015;2;6;30;7;944;6,80;2552;1,39;1703;Modular Board;Family Games
7728;Rush & Bash;2015;2;6;30;7;944;6,80;2552;1,39;1703;Race;Family Games
7728;Rush & Bash;2015;2;6;30;7;944;6,80;2552;1,39;1703;Variable Player Powers;Family Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Cooperative Game;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Hand Management;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Point to Point Movement;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Simultaneous Action Selection;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Solo / Solitaire Game;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Storytelling;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Turn Order: Claim Action;Thematic Games
7729;Argonauts;2015;1;4;60;10;325;7,09;4173;2,09;678;Variable Player Powers;Thematic Games
7730;Porta Nigra;2015;2;4;120;12;1977;7,21;1097;2,99;3870;Area Majority / Influence;Strategy Games
7730;Porta Nigra;2015;2;4;120;12;1977;7,21;1097;2,99;3870;Area Movement;Strategy Games
7730;Porta Nigra;2015;2;4;120;12;1977;7,21;1097;2,99;3870;Card Drafting;Strategy Games
7730;Porta Nigra;2015;2;4;120;12;1977;7,21;1097;2,99;3870;Set Collection;Strategy Games
7731;Stronghold: 2nd edition;2015;2;2;90;10;1448;7,52;1096;3,76;3311;Action Points;Strategy Games, Wargames
7731;Stronghold: 2nd edition;2015;2;2;90;10;1448;7,52;1096;3,76;3311;Area Majority / Influence;Strategy Games, Wargames
7731;Stronghold: 2nd edition;2015;2;2;90;10;1448;7,52;1096;3,76;3311;Point to Point Movement;Strategy Games, Wargames
7731;Stronghold: 2nd edition;2015;2;2;90;10;1448;7,52;1096;3,76;3311;Variable Player Powers;Strategy Games, Wargames
7732;Dead Man's Draw;2015;2;4;15;13;4464;6,85;1095;1,35;7517;Push Your Luck;Family Games
7732;Dead Man's Draw;2015;2;4;15;13;4464;6,85;1095;1,35;7517;Set Collection;Family Games
7732;Dead Man's Draw;2015;2;4;15;13;4464;6,85;1095;1,35;7517;Take That;Family Games
7732;Dead Man's Draw;2015;2;4;15;13;4464;6,85;1095;1,35;7517;Variable Player Powers;Family Games
7733;Thunderbirds;2015;1;4;60;10;1694;7,56;1036;2,49;3440;Action Points;Thematic Games
7733;Thunderbirds;2015;1;4;60;10;1694;7,56;1036;2,49;3440;Area Movement;Thematic Games
7733;Thunderbirds;2015;1;4;60;10;1694;7,56;1036;2,49;3440;Cooperative Game;Thematic Games
7733;Thunderbirds;2015;1;4;60;10;1694;7,56;1036;2,49;3440;Dice Rolling;Thematic Games
7733;Thunderbirds;2015;1;4;60;10;1694;7,56;1036;2,49;3440;Pick-up and Deliver;Thematic Games
7733;Thunderbirds;2015;1;4;60;10;1694;7,56;1036;2,49;3440;Variable Player Powers;Thematic Games
7734;Dice City;2015;1;4;60;14;4556;6,77;1132;2,03;7772;Dice Rolling;Family Games, Strategy Games
7734;Dice City;2015;1;4;60;14;4556;6,77;1132;2,03;7772;Take That;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Auction/Bidding;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Auction: Fixed Placement;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Card Drafting;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Commodity Speculation;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Constrained Bidding;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Investment;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Market;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Stock Holding;Family Games, Strategy Games
7735;Stockpile;2015;2;5;45;13;5525;7,52;341;2,11;6640;Victory Points as a Resource;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Card Drafting;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Dice Rolling;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Network and Route Building;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Paper-and-Pencil;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Pick-up and Deliver;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Solo / Solitaire Game;Family Games, Strategy Games
7736;SteamRollers;2015;1;5;45;10;1270;6,72;2219;2,14;2099;Take That;Family Games, Strategy Games
7737;Tiny Epic Defenders;2015;1;4;30;13;2532;6,29;2549;1,81;6413;Action Points;Strategy Games
7737;Tiny Epic Defenders;2015;1;4;30;13;2532;6,29;2549;1,81;6413;Area Majority / Influence;Strategy Games
7737;Tiny Epic Defenders;2015;1;4;30;13;2532;6,29;2549;1,81;6413;Campaign / Battle Card Driven;Strategy Games
7737;Tiny Epic Defenders;2015;1;4;30;13;2532;6,29;2549;1,81;6413;Cooperative Game;Strategy Games
7737;Tiny Epic Defenders;2015;1;4;30;13;2532;6,29;2549;1,81;6413;Solo / Solitaire Game;Strategy Games
7737;Tiny Epic Defenders;2015;1;4;30;13;2532;6,29;2549;1,81;6413;Variable Player Powers;Strategy Games
7738;Die Legenden von Andor: Chada & Thorn;2015;2;2;45;10;1115;6,73;2548;2,19;2649;Cooperative Game;Thematic Games
7738;Die Legenden von Andor: Chada & Thorn;2015;2;2;45;10;1115;6,73;2548;2,19;2649;Deck Bag and Pool Building;Thematic Games
7739;Hoplomachus: Origins;2015;1;2;30;12;517;7,81;2221;3,04;1307;Deck Bag and Pool Building;Strategy Games
7739;Hoplomachus: Origins;2015;1;2;30;12;517;7,81;2221;3,04;1307;Dice Rolling;Strategy Games
7739;Hoplomachus: Origins;2015;1;2;30;12;517;7,81;2221;3,04;1307;Enclosure;Strategy Games
7739;Hoplomachus: Origins;2015;1;2;30;12;517;7,81;2221;3,04;1307;Hand Management;Strategy Games
7739;Hoplomachus: Origins;2015;1;2;30;12;517;7,81;2221;3,04;1307;Hexagon Grid;Strategy Games
7739;Hoplomachus: Origins;2015;1;2;30;12;517;7,81;2221;3,04;1307;Solo / Solitaire Game;Strategy Games
7740;Skyjo;2015;2;8;45;8;1161;6,87;2223;1,12;2492;Set Collection;Family Games
7741;Monikers;2015;4;16;60;17;3491;7,79;343;1,06;6612;Acting;Party Games
7741;Monikers;2015;4;16;60;17;3491;7,79;343;1,06;6612;Card Drafting;Party Games
7741;Monikers;2015;4;16;60;17;3491;7,79;343;1,06;6612;Role Playing;Party Games
7741;Monikers;2015;4;16;60;17;3491;7,79;343;1,06;6612;Singing;Party Games
7742;Parfum;2015;2;4;45;8;1512;6,51;2551;2,07;3173;Action Points;Family Games
7742;Parfum;2015;2;4;45;8;1512;6,51;2551;2,07;3173;Card Drafting;Family Games
7742;Parfum;2015;2;4;45;8;1512;6,51;2551;2,07;3173;Dice Rolling;Family Games
7742;Parfum;2015;2;4;45;8;1512;6,51;2551;2,07;3173;Set Collection;Family Games
7743;Tides of Time;2015;2;2;20;8;6690;6,66;1136;1,58;10537;Card Drafting;Strategy Games
7743;Tides of Time;2015;2;2;20;8;6690;6,66;1136;1,58;10537;Set Collection;Strategy Games
7744;Karuba;2015;2;4;40;8;8690;7,21;459;1,46;12154;Bingo;Family Games
7744;Karuba;2015;2;4;40;8;8690;7,21;459;1,46;12154;Connections;Family Games
7744;Karuba;2015;2;4;40;8;8690;7,21;459;1,46;12154;Grid Movement;Family Games
7744;Karuba;2015;2;4;40;8;8690;7,21;459;1,46;12154;Network and Route Building;Family Games
7744;Karuba;2015;2;4;40;8;8690;7,21;459;1,46;12154;Simultaneous Action Selection;Family Games
7744;Karuba;2015;2;4;40;8;8690;7,21;459;1,46;12154;Tile Placement;Family Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Card Drafting;Family Games, Strategy Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Deck Bag and Pool Building;Family Games, Strategy Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Dice Rolling;Family Games, Strategy Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Hand Management;Family Games, Strategy Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Race;Family Games, Strategy Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Set Collection;Family Games, Strategy Games
7745;Dale of Merchants;2015;2;4;30;10;3804;7,22;744;2,09;6439;Take That;Family Games, Strategy Games
7746;New York 1901;2015;2;4;60;8;5450;6,83;989;2,05;9156;Area Majority / Influence;Family Games
7746;New York 1901;2015;2;4;60;8;5450;6,83;989;2,05;9156;Card Drafting;Family Games
7746;New York 1901;2015;2;4;60;8;5450;6,83;989;2,05;9156;Once-Per-Game Abilities;Family Games
7746;New York 1901;2015;2;4;60;8;5450;6,83;989;2,05;9156;Tile Placement;Family Games
7747;Slaughterville;2015;1;6;120;14;136;6,52;9349;3;346;Action Points;Thematic Games
7747;Slaughterville;2015;1;6;120;14;136;6,52;9349;3;346;Cooperative Game;Thematic Games
7747;Slaughterville;2015;1;6;120;14;136;6,52;9349;3;346;Dice Rolling;Thematic Games
7748;Amerika;2015;2;3;120;12;30;7,41;14048;3,20;87;Area Majority / Influence;Wargames
7748;Amerika;2015;2;3;120;12;30;7,41;14048;3,20;87;Area Movement;Wargames
7748;Amerika;2015;2;3;120;12;30;7,41;14048;3,20;87;Dice Rolling;Wargames
7748;Amerika;2015;2;3;120;12;30;7,41;14048;3,20;87;Movement Points;Wargames
7748;Amerika;2015;2;3;120;12;30;7,41;14048;3,20;87;Simulation;Wargames
7749;My Village;2015;2;4;90;12;2495;6,97;1204;3,10;4905;Dice Rolling;Strategy Games
7749;My Village;2015;2;4;90;12;2495;6,97;1204;3,10;4905;Drafting;Strategy Games
7749;My Village;2015;2;4;90;12;2495;6,97;1204;3,10;4905;Worker Placement;Strategy Games
7750;King's Kilt;2015;2;4;45;8;211;6,10;8745;1,56;691;Grid Movement;Family Games, Strategy Games
7751;Quatre Batailles en Espagne;2015;2;4;0;0;51;7,74;9353;3,17;259;Dice Rolling;Wargames
7751;Quatre Batailles en Espagne;2015;2;4;0;0;51;7,74;9353;3,17;259;Hexagon Grid;Wargames
7751;Quatre Batailles en Espagne;2015;2;4;0;0;51;7,74;9353;3,17;259;Simulation;Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Action Points;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Area Movement;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Dice Rolling;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Hand Management;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Modular Board;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Player Elimination;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Role Playing;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Secret Unit Deployment;Thematic Games, Wargames
7752;Alien vs Predator: The Hunt Begins;2015;1;3;120;12;521;6,95;3948;3,46;1411;Variable Player Powers;Thematic Games, Wargames
7753;Nippon;2015;2;4;120;12;4196;7,69;317;3,79;4487;Area Majority / Influence;Strategy Games
7753;Nippon;2015;2;4;120;12;4196;7,69;317;3,79;4487;Variable Phase Order;Strategy Games
7754;Callisto;2015;2;4;30;7;97;6,49;9381;1,80;204;Enclosure;Abstract Games
7754;Callisto;2015;2;4;30;7;97;6,49;9381;1,80;204;Tile Placement;Abstract Games
7755;No Retreat! Italian Front: 1943-45;2015;2;3;780;14;202;7,58;4514;3,90;922;Dice Rolling;Wargames
7755;No Retreat! Italian Front: 1943-45;2015;2;3;780;14;202;7,58;4514;3,90;922;Hexagon Grid;Wargames
7756;Obama Llama;2015;4;99;30;12;213;5,75;14001;1;608;Acting;Party Games
7756;Obama Llama;2015;4;99;30;12;213;5,75;14001;1;608;Memory;Party Games
7756;Obama Llama;2015;4;99;30;12;213;5,75;14001;1;608;Team-Based Game;Party Games
7757;Mmm!;2015;1;6;20;5;497;6,43;4519;1,33;763;Cooperative Game;Children's Games, Family Games
7757;Mmm!;2015;1;6;20;5;497;6,43;4519;1,33;763;Dice Rolling;Children's Games, Family Games
7757;Mmm!;2015;1;6;20;5;497;6,43;4519;1,33;763;Push Your Luck;Children's Games, Family Games
7758;Hengist;2015;2;2;20;7;637;4,80;20252;1,67;1327;Hand Management;Family Games, Strategy Games
7758;Hengist;2015;2;2;20;7;637;4,80;20252;1,67;1327;Modular Board;Family Games, Strategy Games
7758;Hengist;2015;2;2;20;7;637;4,80;20252;1,67;1327;Point to Point Movement;Family Games, Strategy Games
7759;The Curse of the Black Dice;2015;2;4;40;14;246;6,27;7328;1,74;345;Dice Rolling;Family Games
7759;The Curse of the Black Dice;2015;2;4;40;14;246;6,27;7328;1,74;345;Set Collection;Family Games
7760;Birds of a Feather;2015;1;7;15;9;463;6,74;3939;1,24;720;Hand Management;Family Games
7760;Birds of a Feather;2015;1;7;15;9;463;6,74;3939;1,24;720;Set Collection;Family Games
7760;Birds of a Feather;2015;1;7;15;9;463;6,74;3939;1,24;720;Simultaneous Action Selection;Family Games
7761;Fief: France 1429;2015;3;6;240;13;1988;7,44;985;3,80;3879;Area Majority / Influence;Strategy Games
7761;Fief: France 1429;2015;3;6;240;13;1988;7,44;985;3,80;3879;Dice Rolling;Strategy Games
7761;Fief: France 1429;2015;3;6;240;13;1988;7,44;985;3,80;3879;Team-Based Game;Strategy Games
7761;Fief: France 1429;2015;3;6;240;13;1988;7,44;985;3,80;3879;Trading;Strategy Games
7761;Fief: France 1429;2015;3;6;240;13;1988;7,44;985;3,80;3879;Voting;Strategy Games
7762;Imagine;2015;3;8;30;12;2912;6,93;1222;1,07;5059;Acting;Party Games
7762;Imagine;2015;3;8;30;12;2912;6,93;1222;1,07;5059;Team-Based Game;Party Games
7763;A Game of Thrones: The Card Game (Second Edition);2015;2;4;120;14;4211;7,56;478;3,53;7947;Alliances;Customizable Games
7763;A Game of Thrones: The Card Game (Second Edition);2015;2;4;120;14;4211;7,56;478;3,53;7947;Card Drafting;Customizable Games
7763;A Game of Thrones: The Card Game (Second Edition);2015;2;4;120;14;4211;7,56;478;3,53;7947;Hand Management;Customizable Games
7763;A Game of Thrones: The Card Game (Second Edition);2015;2;4;120;14;4211;7,56;478;3,53;7947;Simultaneous Action Selection;Customizable Games
7763;A Game of Thrones: The Card Game (Second Edition);2015;2;4;120;14;4211;7,56;478;3,53;7947;Variable Player Powers;Customizable Games
7764;Dilluvia Project;2015;2;4;120;12;557;7,25;2633;3,71;796;Tile Placement;Strategy Games
7764;Dilluvia Project;2015;2;4;120;12;557;7,25;2633;3,71;796;Worker Placement;Strategy Games
7765;Skyliners;2015;2;4;40;8;409;6,00;7261;1,83;926;Pattern Building;Family Games
7766;I, Spy;2015;2;4;90;13;245;7,25;4578;3,14;462;Action Retrieval;Strategy Games
7766;I, Spy;2015;2;4;90;13;245;7,25;4578;3,14;462;Hand Management;Strategy Games
7766;I, Spy;2015;2;4;90;13;245;7,25;4578;3,14;462;Hidden Roles;Strategy Games
7766;I, Spy;2015;2;4;90;13;245;7,25;4578;3,14;462;Point to Point Movement;Strategy Games
7767;Jarl: The Vikings Tile-Laying Game;2015;2;2;25;13;377;6,94;3924;2,67;1086;Grid Movement;Abstract Games
7767;Jarl: The Vikings Tile-Laying Game;2015;2;2;25;13;377;6,94;3924;2,67;1086;Tile Placement;Abstract Games
7768;King Chocolate;2015;2;5;60;10;371;6,61;4555;2,31;561;Action Points;Abstract Games, Strategy Games
7768;King Chocolate;2015;2;5;60;10;371;6,61;4555;2,31;561;Modular Board;Abstract Games, Strategy Games
7768;King Chocolate;2015;2;5;60;10;371;6,61;4555;2,31;561;Tile Placement;Abstract Games, Strategy Games
7769;Clockwork Wars;2015;2;4;90;13;601;7,62;2145;3,12;1162;Area Majority / Influence;Strategy Games, Wargames
7769;Clockwork Wars;2015;2;4;90;13;601;7,62;2145;3,12;1162;Modular Board;Strategy Games, Wargames
7769;Clockwork Wars;2015;2;4;90;13;601;7,62;2145;3,12;1162;Secret Unit Deployment;Strategy Games, Wargames
